matchid,date,batsman,batting_team,bowling_team,balls_faced,fours,sixes,dismissed,strike_rate,career_matches,career_avg_runs,form_runs_last_5,form_runs_last_10,avg_runs_vs_opponent,target_runs
548312,2012-04-08,b lee,kolkata knight riders,rajasthan royals,12,2,2,1,208.33333333333334,15,4.666666666666667,2.8,3.1,10.0,25
548315,2012-04-10,b lee,kolkata knight riders,royal challengers bangalore,4,0,1,0,200.0,16,5.9375,7.6,5.6,4.5,8
598005,2013-04-08,b lee,kolkata knight riders,rajasthan royals,6,1,0,1,83.33333333333334,17,6.0588235294117645,9.0,5.8,10.0,5
598040,2013-05-01,b lee,kolkata knight riders,delhi daredevils,6,0,2,0,266.66666666666663,18,6.0,9.8,5.6,6.75,16
1304062,2022-04-08,b sai sudharsan,gujarat titans,punjab kings,30,4,1,1,116.66666666666667,0,0.0,11.75,5.888888888888889,36.6,35
1304067,2022-04-11,b sai sudharsan,gujarat titans,sunrisers hyderabad,9,2,0,1,122.22222222222223,1,35.0,18.25,9.666666666666666,34.333333333333336,11
1304089,2022-04-30,b sai sudharsan,gujarat titans,royal challengers bangalore,14,2,0,1,142.85714285714286,2,23.0,14.75,10.777777777777779,20.0,20
1304094,2022-05-03,b sai sudharsan,gujarat titans,punjab kings,54,5,1,0,120.37037037037037,3,22.0,17.75,12.88888888888889,36.6,65
1304097,2022-05-06,b sai sudharsan,gujarat titans,mumbai indians,11,1,1,1,127.27272727272727,4,32.75,32.75,20.0,34.0,14
1359475,2023-03-31,b sai sudharsan,gujarat titans,chennai super kings,17,3,0,1,129.41176470588235,5,29.0,29.0,21.333333333333332,64.5,22
1359481,2023-04-04,b sai sudharsan,gujarat titans,delhi capitals,49,4,2,0,126.53061224489797,6,27.833333333333332,26.4,22.77777777777778,46.333333333333336,62
1359487,2023-04-09,b sai sudharsan,gujarat titans,kolkata knight riders,39,3,2,1,135.8974358974359,7,32.714285714285715,36.6,26.88888888888889,53.0,53
1359492,2023-04-13,b sai sudharsan,gujarat titans,punjab kings,20,2,0,1,95.0,8,35.25,43.2,31.88888888888889,36.6,19
1359497,2023-04-16,b sai sudharsan,gujarat titans,rajasthan royals,20,2,0,0,100.0,9,33.44444444444444,34.0,33.44444444444444,27.5,20
1359536,2023-05-15,b sai sudharsan,gujarat titans,sunrisers hyderabad,40,6,1,1,117.5,10,32.1,35.2,32.1,34.333333333333336,47
1370352,2023-05-26,b sai sudharsan,gujarat titans,mumbai indians,31,5,1,1,138.70967741935485,11,33.45454545454545,40.2,33.3,34.0,43
1370353,2023-05-29,b sai sudharsan,gujarat titans,chennai super kings,48,8,6,1,200.0,12,34.25,36.4,36.5,64.5,96
1422123,2024-03-24,b sai sudharsan,gujarat titans,mumbai indians,40,3,1,1,112.5,13,39.0,45.0,44.1,34.0,45
1422125,2024-03-26,b sai sudharsan,gujarat titans,chennai super kings,35,3,0,1,105.71428571428572,14,39.42857142857143,50.2,42.1,64.5,37
1422130,2024-03-31,b sai sudharsan,gujarat titans,sunrisers hyderabad,38,4,1,1,118.42105263157893,15,39.266666666666666,53.6,44.4,34.333333333333336,45
1422135,2024-04-04,b sai sudharsan,gujarat titans,punjab kings,19,6,0,1,173.6842105263158,16,39.625,53.2,46.7,36.6,33
1422139,2024-04-07,b sai sudharsan,gujarat titans,lucknow super giants,24,4,0,1,129.16666666666669,17,39.23529411764706,51.2,43.8,31.0,31
1426262,2024-04-10,b sai sudharsan,gujarat titans,rajasthan royals,29,3,1,1,120.6896551724138,18,38.77777777777778,38.2,41.6,27.5,35
1426270,2024-04-17,b sai sudharsan,gujarat titans,delhi capitals,10,2,0,1,120.0,19,38.578947368421055,36.2,43.2,46.333333333333336,12
1426275,2024-04-21,b sai sudharsan,gujarat titans,punjab kings,34,3,0,1,91.17647058823529,20,37.25,31.2,42.4,36.6,31
1426278,2024-04-24,b sai sudharsan,gujarat titans,delhi capitals,39,7,2,1,166.66666666666669,21,36.95238095238095,28.4,40.8,46.333333333333336,65
1426283,2024-04-28,b sai sudharsan,gujarat titans,royal challengers bengaluru,54,8,4,0,155.55555555555557,22,38.22727272727273,34.8,43.0,45.0,84
1426290,2024-05-04,b sai sudharsan,gujarat titans,royal challengers bengaluru,15,0,0,1,40.0,23,40.21739130434783,45.4,41.8,45.0,6
1426297,2024-05-10,b sai sudharsan,gujarat titans,chennai super kings,51,5,8,1,201.96078431372547,24,38.791666666666664,39.6,37.9,64.5,103
1136567,2018-04-12,b stanlake,sunrisers hyderabad,mumbai indians,2,1,0,0,250.0,0,0.0,46.5,38.0,5.0,5
419151,2010-04-12,b sumanth,deccan chargers,royal challengers bangalore,4,0,0,0,150.0,0,0.0,51.666666666666664,37.125,6.0,6
419156,2010-04-16,b sumanth,deccan chargers,kings xi punjab,3,1,0,0,200.0,1,6.0,32.0,33.75,6.0,6
419160,2010-04-18,b sumanth,deccan chargers,delhi daredevils,12,0,0,0,58.333333333333336,2,6.0,6.0,30.625,7.0,7
419163,2010-04-22,b sumanth,deccan chargers,chennai super kings,19,2,0,1,84.21052631578947,3,6.333333333333333,6.333333333333333,27.125,16.0,16
501264,2011-05-21,ba bhatt,kings xi punjab,deccan chargers,5,0,0,0,0.0,0,0.0,6.333333333333333,29.285714285714285,0.0,0
548323,2012-04-15,ba bhatt,kings xi punjab,kolkata knight riders,2,0,1,0,300.0,1,0.0,4.75,24.857142857142858,6.0,6
1082592,2017-04-06,ba stokes,rising pune supergiant,mumbai indians,15,3,0,1,140.0,0,0.0,4.333333333333333,18.166666666666668,37.0,21
1082594,2017-04-08,ba stokes,rising pune supergiant,kings xi punjab,34,2,3,1,147.05882352941177,1,21.0,9.333333333333334,7.666666666666667,26.4,50
1082599,2017-04-11,ba stokes,rising pune supergiant,delhi daredevils,5,0,0,1,40.0,2,35.5,23.666666666666668,15.0,13.0,2
1082603,2017-04-14,ba stokes,rising pune supergiant,gujarat lions,18,2,1,1,138.88888888888889,3,24.333333333333332,18.25,13.142857142857142,64.0,25
1082607,2017-04-16,ba stokes,rising pune supergiant,royal challengers bangalore,3,0,0,1,66.66666666666666,4,24.5,24.5,14.625,11.25,2
1082615,2017-04-22,ba stokes,rising pune supergiant,sunrisers hyderabad,9,1,0,1,111.11111111111111,5,20.0,20.0,14.125,15.0,10
1082618,2017-04-24,ba stokes,rising pune supergiant,mumbai indians,12,2,0,1,141.66666666666669,6,18.333333333333332,17.8,14.625,37.0,17
1082629,2017-05-01,ba stokes,rising pune supergiant,gujarat lions,64,7,6,1,160.9375,7,18.142857142857142,11.2,15.875,64.0,103
1082631,2017-05-03,ba stokes,rising pune supergiant,kolkata knight riders,15,1,0,1,93.33333333333333,8,28.75,31.4,25.555555555555557,12.5,14
1082634,2017-05-06,ba stokes,rising pune supergiant,sunrisers hyderabad,26,1,3,1,150.0,9,27.11111111111111,29.2,27.11111111111111,15.0,39
1082642,2017-05-12,ba stokes,rising pune supergiant,delhi daredevils,26,3,2,1,126.92307692307692,10,28.3,36.6,28.3,13.0,33
1136564,2018-04-09,ba stokes,rajasthan royals,sunrisers hyderabad,8,0,0,1,62.5,11,28.727272727272727,41.2,29.5,15.0,5
1136566,2018-04-11,ba stokes,rajasthan royals,delhi daredevils,12,1,1,1,133.33333333333331,12,26.75,38.8,25.0,13.0,16
1136571,2018-04-15,ba stokes,rajasthan royals,royal challengers bangalore,22,2,1,1,122.72727272727273,13,25.923076923076923,21.4,26.4,11.25,27
1136575,2018-04-18,ba stokes,rajasthan royals,kolkata knight riders,11,0,1,1,127.27272727272727,14,26.0,24.0,26.6,12.5,14
1136577,2018-04-20,ba stokes,rajasthan royals,chennai super kings,38,3,1,1,118.42105263157893,15,25.2,19.0,27.8,29.8,45
1136581,2018-04-22,ba stokes,rajasthan royals,mumbai indians,29,3,1,1,137.93103448275863,16,26.4375,21.4,31.3,37.0,40
1136588,2018-04-29,ba stokes,rajasthan royals,sunrisers hyderabad,3,0,0,1,0.0,17,27.235294117647058,28.4,33.6,15.0,0
1136592,2018-05-02,ba stokes,rajasthan royals,delhi daredevils,3,0,0,1,33.33333333333333,18,25.72222222222222,25.2,23.3,13.0,1
1136598,2018-05-06,ba stokes,rajasthan royals,kings xi punjab,9,2,0,1,133.33333333333331,19,24.42105263157895,20.0,22.0,26.4,12
1136600,2018-05-08,ba stokes,rajasthan royals,kings xi punjab,11,1,0,1,127.27272727272727,20,23.8,19.6,19.3,26.4,14
1136603,2018-05-11,ba stokes,rajasthan royals,chennai super kings,7,1,1,1,157.14285714285714,21,23.333333333333332,13.4,17.4,29.8,11
1136609,2018-05-15,ba stokes,rajasthan royals,kolkata knight riders,13,0,0,1,84.61538461538461,22,22.772727272727273,7.6,18.0,12.5,11
1175359,2019-03-25,ba stokes,rajasthan royals,kings xi punjab,2,0,1,1,300.0,23,22.26086956521739,9.8,17.5,26.4,6
1175363,2019-03-29,ba stokes,rajasthan royals,sunrisers hyderabad,9,3,0,0,177.77777777777777,24,21.583333333333332,10.8,15.4,15.0,16
1175367,2019-03-31,ba stokes,rajasthan royals,chennai super kings,26,1,3,1,176.9230769230769,25,21.36,11.6,15.6,29.8,46
1175369,2019-04-02,ba stokes,rajasthan royals,royal challengers bangalore,2,0,0,0,50.0,26,22.307692307692307,18.0,15.7,11.25,1
1178396,2019-04-07,ba stokes,rajasthan royals,kolkata knight riders,14,0,0,0,50.0,27,21.51851851851852,16.0,11.8,12.5,7
1178400,2019-04-11,ba stokes,rajasthan royals,chennai super kings,27,1,0,1,103.7037037037037,28,21.0,15.2,12.5,29.8,28
1178411,2019-04-20,ba stokes,rajasthan royals,mumbai indians,2,0,0,1,0.0,29,21.24137931034483,19.6,15.2,37.0,0
1178415,2019-04-22,ba stokes,rajasthan royals,delhi capitals,8,1,0,1,100.0,30,20.533333333333335,16.4,14.0,24.5,8
1178418,2019-04-25,ba stokes,rajasthan royals,kolkata knight riders,10,2,0,1,110.00000000000001,31,20.129032258064516,8.8,13.4,12.5,11
1216507,2020-10-11,ba stokes,rajasthan royals,sunrisers hyderabad,6,1,0,1,83.33333333333334,32,19.84375,10.8,13.4,15.0,5
1216543,2020-10-14,ba stokes,rajasthan royals,delhi capitals,35,6,0,1,117.14285714285715,33,19.393939393939394,10.4,12.8,24.5,41
1216522,2020-10-17,ba stokes,rajasthan royals,royal challengers bangalore,21,2,0,1,71.42857142857143,34,20.029411764705884,13.0,16.3,11.25,15
1216533,2020-10-19,ba stokes,rajasthan royals,chennai super kings,11,3,0,1,172.72727272727272,35,19.885714285714286,16.0,16.2,29.8,19
1216518,2020-10-22,ba stokes,rajasthan royals,sunrisers hyderabad,33,2,0,1,90.9090909090909,36,19.86111111111111,18.2,13.5,15.0,30
1216541,2020-10-25,ba stokes,rajasthan royals,mumbai indians,63,14,3,0,169.84126984126985,37,20.135135135135137,22.0,16.4,37.0,107
1216537,2020-10-30,ba stokes,rajasthan royals,kings xi punjab,26,6,3,1,192.30769230769232,38,22.42105263157895,42.4,26.4,26.4,50
1216530,2020-11-01,ba stokes,rajasthan royals,kolkata knight riders,12,2,1,1,150.0,39,23.128205128205128,44.2,28.6,12.5,18
1254061,2021-04-12,ba stokes,rajasthan royals,punjab kings,3,0,0,1,0.0,40,23.0,44.8,30.4,0.0,0
1359475,2023-03-31,ba stokes,chennai super kings,gujarat titans,6,1,0,1,116.66666666666667,41,22.4390243902439,41.0,29.6,7.0,7
1359480,2023-04-03,ba stokes,chennai super kings,lucknow super giants,9,1,0,1,88.88888888888889,42,22.071428571428573,36.4,29.2,8.0,8
1082596,2017-04-09,basil thampi,gujarat lions,sunrisers hyderabad,8,0,1,0,162.5,0,0.0,18.75,31.88888888888889,13.0,13
1082610,2017-04-18,basil thampi,gujarat lions,royal challengers bangalore,1,0,0,0,0.0,1,13.0,9.5,28.77777777777778,0.0,0
1082616,2017-04-23,basil thampi,gujarat lions,kings xi punjab,12,1,0,0,91.66666666666666,2,6.5,5.0,27.11111111111111,11.0,11
1082625,2017-04-29,basil thampi,gujarat lions,mumbai indians,4,0,0,0,50.0,3,8.0,7.75,26.22222222222222,2.5,2
1082629,2017-05-01,basil thampi,gujarat lions,rising pune supergiant,5,0,0,1,40.0,4,6.5,6.5,23.11111111111111,2.0,2
1136583,2018-04-24,basil thampi,sunrisers hyderabad,mumbai indians,6,0,0,1,50.0,5,5.6,5.6,11.444444444444445,2.5,3
1181766,2019-05-08,basil thampi,sunrisers hyderabad,delhi capitals,1,0,0,0,100.0,6,5.166666666666667,3.6,6.222222222222222,1.0,1
392197,2009-04-27,baw mendis,kolkata knight riders,mumbai indians,1,0,0,1,0.0,0,0.0,4.5,4.75,0.0,0
419148,2010-04-10,baw mendis,kolkata knight riders,royal challengers bangalore,1,0,0,0,100.0,1,0.0,1.75,4.75,1.5,1
598042,2013-05-02,baw mendis,pune warriors,royal challengers bangalore,4,0,0,1,50.0,2,0.5,1.5,4.0,1.5,2
335982,2008-04-18,bb mccullum,kolkata knight riders,royal challengers bangalore,77,10,13,0,205.19480519480518,0,0.0,1.3333333333333333,4.0,37.93333333333333,158
335986,2008-04-20,bb mccullum,kolkata knight riders,deccan chargers,5,1,0,1,100.0,1,158.0,53.0,22.125,7.2,5
335993,2008-04-26,bb mccullum,kolkata knight riders,chennai super kings,12,2,2,1,200.0,2,81.5,41.0,22.75,26.11111111111111,24
335997,2008-04-29,bb mccullum,kolkata knight riders,mumbai indians,2,0,0,1,50.0,3,62.333333333333336,47.0,24.375,29.6875,1
392184,2009-04-19,bb mccullum,kolkata knight riders,deccan chargers,3,0,0,1,33.33333333333333,4,47.0,47.0,24.25,7.2,1
392186,2009-04-21,bb mccullum,kolkata knight riders,kings xi punjab,17,1,2,1,123.52941176470588,5,37.8,37.8,24.125,21.307692307692307,21
392190,2009-04-23,bb mccullum,kolkata knight riders,rajasthan royals,10,0,0,1,40.0,6,35.0,10.4,26.375,15.9,4
392197,2009-04-27,bb mccullum,kolkata knight riders,mumbai indians,6,0,0,1,16.666666666666664,7,30.571428571428573,10.2,23.88888888888889,29.6875,1
392199,2009-04-29,bb mccullum,kolkata knight riders,royal challengers bangalore,1,0,0,1,0.0,8,26.875,5.6,24.0,37.93333333333333,0
392203,2009-05-01,bb mccullum,kolkata knight riders,mumbai indians,7,0,0,1,71.42857142857143,9,23.88888888888889,5.4,23.88888888888889,29.6875,5
392207,2009-05-03,bb mccullum,kolkata knight riders,kings xi punjab,33,1,0,1,57.57575757575758,10,22.0,6.2,22.0,21.307692307692307,19
392211,2009-05-05,bb mccullum,kolkata knight riders,delhi daredevils,32,1,3,1,109.375,11,21.727272727272727,5.8,8.1,20.333333333333332,35
392219,2009-05-10,bb mccullum,kolkata knight riders,delhi daredevils,4,0,1,1,150.0,12,22.833333333333332,12.0,11.1,20.333333333333332,6
392221,2009-05-12,bb mccullum,kolkata knight riders,royal challengers bangalore,64,10,2,0,131.25,13,21.53846153846154,13.0,9.3,37.93333333333333,84
392228,2009-05-16,bb mccullum,kolkata knight riders,deccan chargers,19,1,1,1,105.26315789473684,14,26.0,29.8,17.6,7.2,20
392231,2009-05-18,bb mccullum,kolkata knight riders,chennai super kings,48,11,3,1,168.75,15,25.6,32.8,19.5,26.11111111111111,81
392233,2009-05-20,bb mccullum,kolkata knight riders,rajasthan royals,4,2,0,1,225.0,16,29.0625,45.2,25.5,15.9,9
419144,2010-04-07,bb mccullum,kolkata knight riders,delhi daredevils,7,0,0,0,85.71428571428571,17,27.88235294117647,40.0,26.0,20.333333333333332,6
419148,2010-04-10,bb mccullum,kolkata knight riders,royal challengers bangalore,38,5,2,1,118.42105263157893,18,26.666666666666668,40.0,26.5,37.93333333333333,45
419153,2010-04-13,bb mccullum,kolkata knight riders,chennai super kings,4,0,0,1,0.0,19,27.63157894736842,32.2,31.0,26.11111111111111,0
419158,2010-04-17,bb mccullum,kolkata knight riders,rajasthan royals,7,1,0,1,85.71428571428571,20,26.25,28.2,30.5,15.9,6
419161,2010-04-19,bb mccullum,kolkata knight riders,mumbai indians,61,8,0,0,93.44262295081968,21,25.285714285714285,13.2,29.2,29.6875,57
501200,2011-04-09,bb mccullum,kochi tuskers kerala,royal challengers bangalore,32,4,2,1,140.625,22,26.727272727272727,22.8,31.4,37.93333333333333,45
501207,2011-04-13,bb mccullum,kochi tuskers kerala,pune warriors,1,0,0,1,0.0,23,27.52173913043478,30.6,35.3,27.666666666666668,0
501210,2011-04-15,bb mccullum,kochi tuskers kerala,mumbai indians,64,10,2,1,126.5625,24,26.375,21.6,26.9,29.6875,81
501215,2011-04-18,bb mccullum,kochi tuskers kerala,chennai super kings,33,4,3,1,142.42424242424244,25,28.56,37.8,33.0,26.11111111111111,47
501219,2011-04-20,bb mccullum,kochi tuskers kerala,kolkata knight riders,19,2,1,1,121.05263157894737,26,29.26923076923077,46.0,29.6,28.583333333333332,23
501229,2011-04-27,bb mccullum,kochi tuskers kerala,deccan chargers,4,0,0,1,0.0,27,29.037037037037038,39.2,31.0,7.2,0
501233,2011-04-30,bb mccullum,kochi tuskers kerala,delhi daredevils,8,1,0,1,87.5,28,28.0,30.2,30.4,20.333333333333332,7
501238,2011-05-02,bb mccullum,kochi tuskers kerala,delhi daredevils,22,5,2,1,168.1818181818182,29,27.275862068965516,31.6,26.6,20.333333333333332,37
501242,2011-05-05,bb mccullum,kochi tuskers kerala,kolkata knight riders,9,0,0,1,11.11111111111111,30,27.6,22.8,30.3,28.583333333333332,1
501247,2011-05-08,bb mccullum,kochi tuskers kerala,royal challengers bangalore,17,3,0,1,129.41176470588235,31,26.741935483870968,13.6,29.8,37.93333333333333,22
501254,2011-05-13,bb mccullum,kochi tuskers kerala,kings xi punjab,31,2,2,1,103.2258064516129,32,26.59375,13.4,26.3,21.307692307692307,32
501258,2011-05-15,bb mccullum,kochi tuskers kerala,rajasthan royals,12,1,4,1,241.66666666666666,33,26.757575757575758,19.8,25.0,15.9,29
501261,2011-05-18,bb mccullum,kochi tuskers kerala,chennai super kings,40,3,0,1,82.5,34,26.823529411764707,24.2,27.9,26.11111111111111,33
548307,2012-04-05,bb mccullum,kolkata knight riders,delhi daredevils,8,2,0,1,112.5,35,27.0,23.4,23.1,20.333333333333332,9
548312,2012-04-08,bb mccullum,kolkata knight riders,rajasthan royals,4,0,0,1,50.0,36,26.5,25.0,19.3,15.9,2
548328,2012-04-18,bb mccullum,kolkata knight riders,kings xi punjab,18,3,0,1,83.33333333333334,37,25.83783783783784,21.0,17.2,21.307692307692307,15
548335,2012-04-22,bb mccullum,kolkata knight riders,deccan chargers,9,1,0,1,111.11111111111111,38,25.55263157894737,17.6,18.7,7.2,10
548344,2012-04-28,bb mccullum,kolkata knight riders,royal challengers bangalore,38,8,0,1,113.1578947368421,39,25.153846153846153,13.8,19.0,37.93333333333333,43
548347,2012-04-30,bb mccullum,kolkata knight riders,chennai super kings,8,0,0,1,25.0,40,25.6,15.8,19.6,26.11111111111111,2
548353,2012-05-05,bb mccullum,kolkata knight riders,pune warriors,44,5,1,1,95.45454545454545,41,25.024390243902438,14.4,19.7,27.666666666666668,42
548357,2012-05-07,bb mccullum,kolkata knight riders,delhi daredevils,44,7,0,1,127.27272727272727,42,25.428571428571427,22.4,21.7,20.333333333333332,56
548368,2012-05-14,bb mccullum,kolkata knight riders,chennai super kings,29,4,1,1,127.58620689655173,43,26.13953488372093,30.6,24.1,26.11111111111111,37
548370,2012-05-16,bb mccullum,kolkata knight riders,mumbai indians,5,0,0,1,20.0,44,26.386363636363637,36.0,24.9,29.6875,1
548375,2012-05-19,bb mccullum,kolkata knight riders,pune warriors,43,5,0,1,95.34883720930233,45,25.822222222222223,27.6,21.7,27.666666666666668,41
548378,2012-05-22,bb mccullum,kolkata knight riders,delhi daredevils,37,2,1,1,83.78378378378379,46,26.152173913043477,35.4,24.9,20.333333333333332,31
598034,2013-04-28,bb mccullum,kolkata knight riders,chennai super kings,7,1,0,1,85.71428571428571,47,26.25531914893617,33.2,27.8,26.11111111111111,6
729283,2014-04-18,bb mccullum,chennai super kings,kings xi punjab,49,4,5,1,136.73469387755102,48,25.833333333333332,23.2,26.9,21.307692307692307,67
729293,2014-04-21,bb mccullum,chennai super kings,delhi daredevils,10,1,0,1,90.0,49,26.6734693877551,29.2,32.6,20.333333333333332,9
729297,2014-04-23,bb mccullum,chennai super kings,rajasthan royals,11,0,0,1,54.54545454545454,50,26.32,30.8,29.2,15.9,6
729303,2014-04-25,bb mccullum,chennai super kings,mumbai indians,54,8,2,0,131.4814814814815,51,25.92156862745098,23.8,29.6,29.6875,71
729311,2014-04-27,bb mccullum,chennai super kings,sunrisers hyderabad,33,3,2,1,121.21212121212122,52,26.78846153846154,31.8,32.5,30.571428571428573,40
733971,2014-05-02,bb mccullum,chennai super kings,kolkata knight riders,40,5,2,1,140.0,53,27.037735849056602,38.6,30.9,28.583333333333332,56
733981,2014-05-05,bb mccullum,chennai super kings,delhi daredevils,35,5,0,1,91.42857142857143,54,27.574074074074073,36.4,32.8,20.333333333333332,32
733987,2014-05-07,bb mccullum,chennai super kings,kings xi punjab,30,3,0,0,110.00000000000001,55,27.654545454545456,41.0,35.9,21.307692307692307,33
733995,2014-05-10,bb mccullum,chennai super kings,mumbai indians,11,1,1,1,118.18181818181819,56,27.75,46.4,35.1,29.6875,13
734003,2014-05-13,bb mccullum,chennai super kings,rajasthan royals,3,0,1,1,200.0,57,27.49122807017544,34.8,33.3,15.9,6
734013,2014-05-18,bb mccullum,chennai super kings,royal challengers bangalore,13,1,2,1,146.15384615384613,58,27.120689655172413,28.0,33.3,37.93333333333333,19
734023,2014-05-20,bb mccullum,chennai super kings,kolkata knight riders,25,1,2,1,112.00000000000001,59,26.983050847457626,20.6,28.5,28.583333333333332,28
734045,2014-05-28,bb mccullum,chennai super kings,mumbai indians,11,0,2,1,127.27272727272727,60,27.0,19.8,30.4,29.6875,14
734047,2014-05-30,bb mccullum,chennai super kings,kings xi punjab,16,0,0,1,68.75,61,26.78688524590164,16.0,31.2,21.307692307692307,11
829707,2015-04-09,bb mccullum,chennai super kings,delhi daredevils,2,1,0,1,200.0,62,26.532258064516128,15.6,25.2,20.333333333333332,4
829711,2015-04-11,bb mccullum,chennai super kings,sunrisers hyderabad,59,7,9,1,169.4915254237288,63,26.174603174603174,15.2,21.6,30.571428571428573,100
829729,2015-04-17,bb mccullum,chennai super kings,mumbai indians,23,6,2,1,200.0,64,27.328125,31.4,26.0,29.6875,46
829735,2015-04-19,bb mccullum,chennai super kings,rajasthan royals,7,3,0,1,171.42857142857142,65,27.615384615384617,35.0,27.4,15.9,12
829745,2015-04-22,bb mccullum,chennai super kings,royal challengers bangalore,6,1,0,1,66.66666666666666,66,27.37878787878788,34.6,25.3,37.93333333333333,4
829753,2015-04-25,bb mccullum,chennai super kings,kings xi punjab,47,8,3,1,140.4255319148936,67,27.029850746268657,33.2,24.4,21.307692307692307,66
829765,2015-04-28,bb mccullum,chennai super kings,kolkata knight riders,14,3,1,1,135.71428571428572,68,27.602941176470587,45.6,30.4,28.583333333333332,19
829723,2015-04-30,bb mccullum,chennai super kings,kolkata knight riders,14,3,3,1,228.57142857142856,69,27.47826086956522,29.4,30.4,28.583333333333332,32
829773,2015-05-02,bb mccullum,chennai super kings,sunrisers hyderabad,5,3,0,1,240.0,70,27.542857142857144,26.6,30.8,30.571428571428573,12
829779,2015-05-04,bb mccullum,chennai super kings,royal challengers bangalore,15,4,0,1,133.33333333333331,71,27.323943661971832,26.6,30.6,37.93333333333333,20
829789,2015-05-08,bb mccullum,chennai super kings,mumbai indians,11,3,1,1,209.0909090909091,72,27.22222222222222,29.8,31.5,29.6875,23
829797,2015-05-10,bb mccullum,chennai super kings,rajasthan royals,63,7,4,1,128.57142857142858,73,27.164383561643834,21.2,33.4,15.9,81
829801,2015-05-12,bb mccullum,chennai super kings,delhi daredevils,21,1,0,1,52.38095238095239,74,27.89189189189189,33.6,31.5,20.333333333333332,11
829809,2015-05-16,bb mccullum,chennai super kings,kings xi punjab,6,1,0,1,100.0,75,27.666666666666668,29.4,28.0,21.307692307692307,6
980905,2016-04-11,bb mccullum,gujarat lions,kings xi punjab,2,0,0,1,0.0,76,27.38157894736842,28.2,27.4,21.307692307692307,0
980911,2016-04-14,bb mccullum,gujarat lions,rising pune supergiants,31,3,3,1,158.06451612903226,77,27.025974025974026,24.2,27.0,46.0,49
980917,2016-04-16,bb mccullum,gujarat lions,mumbai indians,4,0,1,1,150.0,78,27.307692307692307,29.4,25.3,29.6875,6
980929,2016-04-21,bb mccullum,gujarat lions,sunrisers hyderabad,17,1,1,1,105.88235294117648,79,27.037974683544302,14.4,24.0,30.571428571428573,18
980937,2016-04-24,bb mccullum,gujarat lions,royal challengers bangalore,25,5,2,1,168.0,80,26.925,15.8,22.6,37.93333333333333,42
980945,2016-04-27,bb mccullum,gujarat lions,delhi daredevils,36,6,3,1,166.66666666666669,81,27.11111111111111,23.0,25.6,20.333333333333332,60
980949,2016-04-29,bb mccullum,gujarat lions,rising pune supergiants,24,5,2,1,179.16666666666669,82,27.51219512195122,35.0,29.6,46.0,43
980955,2016-05-01,bb mccullum,gujarat lions,kings xi punjab,3,0,0,1,33.33333333333333,83,27.698795180722893,33.8,31.6,21.307692307692307,1
980961,2016-05-03,bb mccullum,gujarat lions,delhi daredevils,4,0,0,1,25.0,84,27.38095238095238,32.8,23.6,20.333333333333332,1
980967,2016-05-06,bb mccullum,gujarat lions,sunrisers hyderabad,21,0,0,1,33.33333333333333,85,27.070588235294117,29.4,22.6,30.571428571428573,7
980975,2016-05-08,bb mccullum,gujarat lions,kolkata knight riders,24,3,2,1,120.83333333333333,86,26.837209302325583,22.4,22.7,28.583333333333332,29
980987,2016-05-14,bb mccullum,gujarat lions,royal challengers bangalore,13,2,0,1,84.61538461538461,87,26.862068965517242,16.2,25.6,37.93333333333333,11
981001,2016-05-19,bb mccullum,gujarat lions,kolkata knight riders,5,0,1,1,120.0,88,26.681818181818183,9.8,21.8,28.583333333333332,6
981007,2016-05-21,bb mccullum,gujarat lions,mumbai indians,29,8,1,1,165.51724137931035,89,26.44943820224719,10.8,21.8,29.6875,48
981013,2016-05-24,bb mccullum,gujarat lions,royal challengers bangalore,4,0,0,1,25.0,90,26.68888888888889,20.2,24.8,37.93333333333333,1
981017,2016-05-27,bb mccullum,gujarat lions,sunrisers hyderabad,31,5,0,1,103.2258064516129,91,26.406593406593405,19.0,20.7,30.571428571428573,32
1082593,2017-04-07,bb mccullum,gujarat lions,kolkata knight riders,24,4,2,1,145.83333333333331,92,26.467391304347824,19.6,17.9,28.583333333333332,35
1082596,2017-04-09,bb mccullum,gujarat lions,sunrisers hyderabad,10,0,0,1,50.0,93,26.559139784946236,24.4,17.1,30.571428571428573,5
1082603,2017-04-14,bb mccullum,gujarat lions,rising pune supergiant,33,5,3,1,148.4848484848485,94,26.329787234042552,24.2,17.5,47.0,49
1082606,2017-04-16,bb mccullum,gujarat lions,mumbai indians,44,6,3,1,145.45454545454547,95,26.568421052631578,24.4,22.3,29.6875,64
1082610,2017-04-18,bb mccullum,gujarat lions,royal challengers bangalore,48,2,7,1,150.0,96,26.958333333333332,37.0,28.0,37.93333333333333,72
1082613,2017-04-21,bb mccullum,gujarat lions,kolkata knight riders,17,5,1,1,194.11764705882354,97,27.422680412371133,45.0,32.3,28.583333333333332,33
1082616,2017-04-23,bb mccullum,gujarat lions,kings xi punjab,6,1,0,1,100.0,98,27.479591836734695,44.6,34.5,21.307692307692307,6
1082621,2017-04-27,bb mccullum,gujarat lions,royal challengers bangalore,6,0,0,1,50.0,99,27.262626262626263,44.8,34.5,37.93333333333333,3
1082625,2017-04-29,bb mccullum,gujarat lions,mumbai indians,8,1,0,1,87.5,100,27.02,35.6,30.0,29.6875,7
