player,opponent,vs_opponent_runs_avg,vs_opponent_strike_rate_avg
Mohammed Shami,Royal Challengers Bangalore,11.0,166.66666666666663
Mohammed Shami,Sunrisers Hyderabad,1.0,50.0
Mohammed Siraj,Chennai Super Kings,6.4,66.16883116883116
Mohammed Siraj,Delhi Capitals,3.0,75.0
Mohammed Siraj,Kolkata Knight Riders,8.0,80.0
Mohammed Siraj,Lucknow Super Giants,6.0,75.0
Mohammed Siraj,Mumbai Indians,4.0,133.33333333333331
Mohammed Siraj,Punjab Kings,4.5,34.61538461538461
Mohammed Siraj,Rajasthan Royals,6.666666666666667,105.55555555555556
Mohammed Siraj,Sunrisers Hyderabad,4.25,75.5952380952381
N Pooran,Chennai Super Kings,23.363636363636363,145.6333735840377
N Pooran,Delhi Capitals,33.888888888888886,145.72146142407578
N Pooran,Gujarat Titans,27.142857142857142,121.91793267423519
N Pooran,Kolkata Knight Riders,27.636363636363637,136.8786075036075
N Pooran,Lucknow Super Giants,34.0,141.66666666666669
N Pooran,Mumbai Indians,24.4,142.55929766274593
N Pooran,Punjab Kings,25.285714285714285,124.31077694235589
N Pooran,Rajasthan Royals,19.181818181818183,128.1858336292926
N Pooran,Royal Challengers Bangalore,20.25,186.5236006683375
N Pooran,Royal Challengers Bengaluru,26.5,160.23809523809524
N Pooran,Sunrisers Hyderabad,39.55555555555556,209.78164978164978
N Rana,Chennai Super Kings,30.416666666666668,107.39060292660422
N Rana,Delhi Capitals,32.45454545454545,126.72899998800513
N Rana,Delhi Daredevils,25.0,123.91534391534391
N Rana,Gujarat Lions,47.333333333333336,155.32407407407408
N Rana,Gujarat Titans,11.2,110.08210180623973
N Rana,Kings XI Punjab,22.25,118.87796027501909
N Rana,Kolkata Knight Riders,29.0,130.65134099616859
N Rana,Lucknow Super Giants,15.0,100.84415584415584
N Rana,Mumbai Indians,22.25,130.68759711447606
N Rana,Punjab Kings,19.666666666666668,103.17296509246974
N Rana,Rajasthan Royals,20.363636363636363,115.82889954012948
N Rana,Rising Pune Supergiant,18.5,77.38095238095238
N Rana,Royal Challengers Bangalore,23.357142857142858,121.22445954666452
N Rana,Royal Challengers Bengaluru,16.0,263.6363636363636
N Rana,Sunrisers Hyderabad,32.76470588235294,133.20187843028893
N Wadhera,Chennai Super Kings,26.0,147.38562091503266
N Wadhera,Delhi Capitals,10.0,150.0
N Wadhera,Gujarat Titans,19.666666666666668,179.36507936507937
N Wadhera,Kolkata Knight Riders,6.25,103.91414141414141
N Wadhera,Lucknow Super Giants,24.166666666666668,127.82881662149954
N Wadhera,Mumbai Indians,25.0,132.75862068965517
N Wadhera,Punjab Kings,0.0,0.0
N Wadhera,Rajasthan Royals,60.333333333333336,181.52512268365925
N Wadhera,Royal Challengers Bangalore,36.5,159.55710955710956
N Wadhera,Royal Challengers Bengaluru,15.25,107.30994152046785
N Wadhera,Sunrisers Hyderabad,27.0,122.72727272727272
NLTC Perera,Chennai Super Kings,23.0,176.9230769230769
NLTC Perera,Deccan Chargers,22.0,95.65217391304348
NLTC Perera,Delhi Daredevils,6.333333333333333,153.17460317460316
NLTC Perera,Gujarat Lions,3.0,150.0
NLTC Perera,Kings XI Punjab,18.0,142.13731297941825
NLTC Perera,Kolkata Knight Riders,14.8,109.6030303030303
NLTC Perera,Mumbai Indians,7.0,86.66666666666666
NLTC Perera,Pune Warriors,10.666666666666666,72.22222222222223
NLTC Perera,Rajasthan Royals,8.25,109.77564102564102
NLTC Perera,Royal Challengers Bangalore,24.25,177.6128762541806
NLTC Perera,Sunrisers Hyderabad,17.0,130.76923076923077
NV Ojha,Chennai Super Kings,27.7,120.84360612932042
NV Ojha,Deccan Chargers,13.125,62.98260971055089
NV Ojha,Delhi Daredevils,15.428571428571429,166.0891023075897
NV Ojha,Gujarat Lions,9.5,137.5
NV Ojha,Kings XI Punjab,29.666666666666668,133.73705578446956
NV Ojha,Kochi Tuskers Kerala,6.5,46.42857142857143
NV Ojha,Kolkata Knight Riders,16.1875,99.88222677081373
NV Ojha,Mumbai Indians,8.0,94.24603174603175
NV Ojha,Pune Warriors,10.0,115.88693957115008
NV Ojha,Rajasthan Royals,10.285714285714286,110.01697792869268
NV Ojha,Rising Pune Supergiant,9.0,100.0
NV Ojha,Rising Pune Supergiants,12.5,112.85714285714286
NV Ojha,Royal Challengers Bangalore,16.727272727272727,104.44697248525
NV Ojha,Sunrisers Hyderabad,1.0,25.0
Nithish Kumar Reddy,Chennai Super Kings,16.0,144.44444444444443
Nithish Kumar Reddy,Delhi Capitals,18.5,68.51851851851852
Nithish Kumar Reddy,Gujarat Titans,26.0,150.58823529411762
Nithish Kumar Reddy,Kolkata Knight Riders,13.666666666666666,115.55555555555554
Nithish Kumar Reddy,Lucknow Super Giants,18.5,182.14285714285714
Nithish Kumar Reddy,Mumbai Indians,13.666666666666666,85.71428571428571
Nithish Kumar Reddy,Punjab Kings,50.5,160.48648648648648
Nithish Kumar Reddy,Rajasthan Royals,37.0,143.65079365079364
Nithish Kumar Reddy,Royal Challengers Bengaluru,8.5,78.57142857142857
OA Shah,Chennai Super Kings,20.0,115.31007751937985
OA Shah,Deccan Chargers,32.666666666666664,108.50014875260315
OA Shah,Delhi Daredevils,1.0,66.66666666666666
OA Shah,Kings XI Punjab,18.5,183.33333333333334
OA Shah,Kolkata Knight Riders,26.0,137.37373737373738
OA Shah,Mumbai Indians,45.0,144.13388543823328
OA Shah,Pune Warriors,4.0,57.14285714285714
OA Shah,Rajasthan Royals,19.0,111.76470588235294
OA Shah,Royal Challengers Bangalore,18.25,109.35897435897436
P Kumar,Chennai Super Kings,7.0,102.98701298701299
P Kumar,Deccan Chargers,6.0,124.99999999999999
P Kumar,Delhi Daredevils,3.3333333333333335,95.0
P Kumar,Kings XI Punjab,8.4,100.21978021978022
P Kumar,Kolkata Knight Riders,5.714285714285714,86.42857142857143
P Kumar,Mumbai Indians,4.555555555555555,58.60990860990861
P Kumar,Pune Warriors,2.3333333333333335,56.666666666666664
P Kumar,Rajasthan Royals,11.571428571428571,121.3265306122449
P Kumar,Royal Challengers Bangalore,5.666666666666667,96.42857142857143
P Kumar,Sunrisers Hyderabad,3.1666666666666665,80.55555555555556
P Negi,Chennai Super Kings,4.333333333333333,72.22222222222221
P Negi,Delhi Capitals,0.0,0.0
P Negi,Delhi Daredevils,9.333333333333334,149.16666666666666
P Negi,Gujarat Lions,17.5,121.71052631578947
P Negi,Kings XI Punjab,14.5,245.65217391304347
P Negi,Kolkata Knight Riders,11.8,125.23862102809471
P Negi,Mumbai Indians,14.285714285714286,105.5626598465473
P Negi,Pune Warriors,8.0,100.0
P Negi,Rajasthan Royals,3.0,91.66666666666667
P Negi,Rising Pune Supergiant,6.5,92.85714285714286
P Negi,Rising Pune Supergiants,19.0,158.33333333333331
P Negi,Royal Challengers Bangalore,9.25,146.42857142857142
P Negi,Sunrisers Hyderabad,15.0,136.36363636363637
P Simran Singh,Chennai Super Kings,27.8,117.08695652173913
P Simran Singh,Delhi Capitals,40.166666666666664,140.48882155951299
P Simran Singh,Gujarat Titans,18.75,95.83333333333333
P Simran Singh,Kolkata Knight Riders,34.333333333333336,173.62103174603178
P Simran Singh,Lucknow Super Giants,38.4,166.63677009265243
P Simran Singh,Mumbai Indians,10.8,85.88585434173669
P Simran Singh,Rajasthan Royals,19.333333333333332,135.69152661064425
P Simran Singh,Royal Challengers Bangalore,26.5,126.66666666666667
P Simran Singh,Royal Challengers Bengaluru,20.166666666666668,155.633788869083
P Simran Singh,Sunrisers Hyderabad,22.571428571428573,109.42050206116701
PA Patel,Chennai Super Kings,25.384615384615383,92.9399609373536
PA Patel,Deccan Chargers,6.0,35.18518518518518
PA Patel,Delhi Capitals,24.0,147.5
PA Patel,Delhi Daredevils,19.125,99.04099266843325
PA Patel,Gujarat Lions,34.666666666666664,92.11076280041796
PA Patel,Kings XI Punjab,34.294117647058826,132.5466041401444
PA Patel,Kolkata Knight Riders,21.125,107.61363323399084
PA Patel,Mumbai Indians,17.5,92.46892483734588
PA Patel,Pune Warriors,15.2,96.54970760233917
PA Patel,Rajasthan Royals,19.4375,117.87832571839925
PA Patel,Rising Pune Supergiant,27.0,113.65079365079364
PA Patel,Rising Pune Supergiants,21.0,140.0
PA Patel,Royal Challengers Bangalore,13.125,83.11067238360194
PA Patel,Sunrisers Hyderabad,14.916666666666666,91.27595355536532
PC Valthaty,Chennai Super Kings,120.0,190.47619047619045
PC Valthaty,Deccan Chargers,40.0,125.00000000000001
PC Valthaty,Delhi Daredevils,19.75,76.0
PC Valthaty,Kochi Tuskers Kerala,17.0,170.0
PC Valthaty,Kolkata Knight Riders,6.666666666666667,86.30952380952381
PC Valthaty,Mumbai Indians,23.5,93.42105263157896
PC Valthaty,Pune Warriors,7.5,56.13636363636364
PC Valthaty,Rajasthan Royals,29.5,122.64367816091954
PC Valthaty,Royal Challengers Bangalore,15.666666666666666,99.63235294117646
PC Valthaty,Sunrisers Hyderabad,6.0,35.294117647058826
PD Salt,Chennai Super Kings,13.0,101.13636363636363
PD Salt,Delhi Capitals,41.0,195.77020202020205
PD Salt,Gujarat Titans,7.0,53.84615384615385
PD Salt,Kolkata Knight Riders,30.5,173.65591397849462
PD Salt,Lucknow Super Giants,50.333333333333336,196.24629756208705
PD Salt,Mumbai Indians,5.0,162.22222222222223
PD Salt,Punjab Kings,28.428571428571427,148.0136499044062
PD Salt,Rajasthan Royals,33.666666666666664,128.97875071788116
PD Salt,Royal Challengers Bangalore,87.0,193.3333333333333
PD Salt,Royal Challengers Bengaluru,39.0,246.42857142857142
PD Salt,Sunrisers Hyderabad,43.75,125.89285714285714
PJ Cummins,Chennai Super Kings,22.0,113.60877684407097
PJ Cummins,Delhi Capitals,4.6,94.3040293040293
PJ Cummins,Gujarat Lions,24.0,184.6153846153846
PJ Cummins,Gujarat Titans,14.333333333333334,178.14814814814815
PJ Cummins,Kings XI Punjab,6.0,112.5
PJ Cummins,Kolkata Knight Riders,14.2,83.9298245614035
PJ Cummins,Lucknow Super Giants,18.0,450.0
PJ Cummins,Mumbai Indians,20.0,147.09722222222223
PJ Cummins,Punjab Kings,3.0,75.0
PJ Cummins,Rajasthan Royals,7.0,87.17171717171716
PJ Cummins,Rising Pune Supergiant,11.0,183.3333333333333
PJ Cummins,Royal Challengers Bangalore,4.8,138.0392156862745
PJ Cummins,Royal Challengers Bengaluru,22.0,211.66666666666666
PJ Cummins,Sunrisers Hyderabad,3.0,100.0
PP Chawla,Chennai Super Kings,5.416666666666667,79.01709401709401
PP Chawla,Deccan Chargers,9.166666666666666,155.45380545380544
PP Chawla,Delhi Capitals,12.0,241.1111111111111
PP Chawla,Delhi Daredevils,6.0,87.25703146755778
PP Chawla,Gujarat Lions,11.0,68.75
PP Chawla,Gujarat Titans,6.0,50.0
PP Chawla,Kings XI Punjab,9.0,185.42087542087543
PP Chawla,Kolkata Knight Riders,6.444444444444445,87.77777777777777
PP Chawla,Mumbai Indians,6.555555555555555,65.06308506308505
PP Chawla,Pune Warriors,17.333333333333332,113.69047619047619
PP Chawla,Rajasthan Royals,6.071428571428571,93.10657596371881
PP Chawla,Rising Pune Supergiants,8.0,160.0
PP Chawla,Royal Challengers Bangalore,5.25,172.91666666666666
PP Chawla,Sunrisers Hyderabad,8.0,75.55555555555556
PP Shaw,Chennai Super Kings,26.75,124.0668871474425
PP Shaw,Gujarat Titans,8.75,139.16666666666669
PP Shaw,Kings XI Punjab,9.4,91.47474747474749
PP Shaw,Kolkata Knight Riders,38.90909090909091,151.93801801837583
PP Shaw,Lucknow Super Giants,27.5,132.40705373058313
PP Shaw,Mumbai Indians,17.416666666666668,116.74760022586109
PP Shaw,Punjab Kings,41.5,178.15332113706728
PP Shaw,Rajasthan Royals,18.333333333333332,94.5925925925926
PP Shaw,Royal Challengers Bangalore,20.444444444444443,120.4959691495456
PP Shaw,Sunrisers Hyderabad,25.22222222222222,135.90439936931165
Q de Kock,Chennai Super Kings,25.75,119.4796066341894
Q de Kock,Delhi Capitals,29.666666666666668,137.55174042551494
Q de Kock,Delhi Daredevils,18.0,112.5
Q de Kock,Gujarat Lions,25.5,73.83838383838383
Q de Kock,Gujarat Titans,23.5,127.12737127371274
Q de Kock,Kings XI Punjab,37.0,103.26194691923592
Q de Kock,Kolkata Knight Riders,30.333333333333332,109.21422426020128
Q de Kock,Lucknow Super Giants,15.0,166.66666666666669
Q de Kock,Mumbai Indians,15.777777777777779,109.5556912223579
Q de Kock,Pune Warriors,2.0,25.0
Q de Kock,Punjab Kings,26.4,93.90660715161623
Q de Kock,Rajasthan Royals,39.0,143.0477774240137
Q de Kock,Rising Pune Supergiants,2.0,25.0
Q de Kock,Royal Challengers Bangalore,33.72727272727273,122.50899972733329
Q de Kock,Royal Challengers Bengaluru,42.5,112.32142857142857
Q de Kock,Sunrisers Hyderabad,27.533333333333335,102.88561906558512
R Ashwin,Chennai Super Kings,12.571428571428571,100.60229625447018
R Ashwin,Deccan Chargers,3.6666666666666665,67.77777777777779
R Ashwin,Delhi Capitals,20.0,108.0325814536341
R Ashwin,Delhi Daredevils,6.6,108.37362637362637
R Ashwin,Gujarat Titans,5.6,146.66666666666669
R Ashwin,Kings XI Punjab,4.888888888888889,101.02693602693603
R Ashwin,Kolkata Knight Riders,9.416666666666666,98.80432067932067
R Ashwin,Lucknow Super Giants,13.666666666666666,138.19875776397518
R Ashwin,Mumbai Indians,8.5,88.46938775510203
R Ashwin,Pune Warriors,11.0,220.00000000000003
R Ashwin,Punjab Kings,14.0,73.68421052631578
R Ashwin,Rajasthan Royals,8.25,130.30563186813185
R Ashwin,Royal Challengers Bangalore,8.818181818181818,133.8816738816739
R Ashwin,Royal Challengers Bengaluru,11.0,137.5
R Ashwin,Sunrisers Hyderabad,6.142857142857143,67.52380952380952
R Bhatia,Chennai Super Kings,6.875,82.73809523809523
R Bhatia,Deccan Chargers,2.0,100.0
R Bhatia,Delhi Daredevils,16.5,100.66616390145802
R Bhatia,Gujarat Lions,0.0,0.0
R Bhatia,Kings XI Punjab,7.4,110.0
R Bhatia,Kochi Tuskers Kerala,5.5,112.5
R Bhatia,Kolkata Knight Riders,3.0,255.55555555555554
R Bhatia,Mumbai Indians,5.555555555555555,115.83333333333333
R Bhatia,Pune Warriors,8.0,134.8148148148148
R Bhatia,Rajasthan Royals,10.0,135.71428571428572
R Bhatia,Royal Challengers Bangalore,9.666666666666666,206.1038961038961
R Bhatia,Sunrisers Hyderabad,4.0,91.66666666666666
R Dhawan,Chennai Super Kings,14.0,112.5
R Dhawan,Delhi Capitals,4.0,30.76923076923077
R Dhawan,Delhi Daredevils,8.0,160.0
R Dhawan,Gujarat Titans,1.0,100.0
R Dhawan,Kings XI Punjab,14.0,93.33333333333331
R Dhawan,Kolkata Knight Riders,14.0,109.57070707070706
R Dhawan,Lucknow Super Giants,21.0,95.45454545454544
R Dhawan,Mumbai Indians,10.0,127.77777777777779
R Dhawan,Rajasthan Royals,3.0,150.0
R Dhawan,Rising Pune Supergiants,11.0,275.0
R Dhawan,Royal Challengers Bangalore,10.333333333333334,145.95959595959596
R Dhawan,Sunrisers Hyderabad,3.5,108.33333333333333
R Dravid,Chennai Super Kings,23.083333333333332,93.57952777070425
R Dravid,Deccan Chargers,30.818181818181817,120.19421514158357
R Dravid,Delhi Daredevils,35.3,118.25285371698217
R Dravid,Kings XI Punjab,25.0,99.86465740142211
R Dravid,Kochi Tuskers Kerala,22.5,71.95945945945945
R Dravid,Kolkata Knight Riders,20.4,109.19208542002659
R Dravid,Mumbai Indians,17.727272727272727,92.80856786538605
R Dravid,Pune Warriors,33.0,108.47872340425533
R Dravid,Rajasthan Royals,29.2,94.16666666666666
R Dravid,Royal Challengers Bangalore,35.4,116.37371238818109
R Dravid,Sunrisers Hyderabad,24.333333333333332,109.0079365079365
R Parag,Chennai Super Kings,17.428571428571427,106.93877551020408
R Parag,Delhi Capitals,19.8,100.69758812615956
R Parag,Gujarat Titans,22.5,130.16369047619045
R Parag,Kings XI Punjab,0.0,0.0
R Parag,Kolkata Knight Riders,28.25,139.8390587906717
R Parag,Lucknow Super Giants,23.0,144.88309822361546
R Parag,Mumbai Indians,21.5,140.84512231063954
R Parag,Punjab Kings,21.77777777777778,134.98818247837855
R Parag,Royal Challengers Bangalore,26.5,120.50851254480287
R Parag,Royal Challengers Bengaluru,23.0,148.7062937062937
R Parag,Sunrisers Hyderabad,20.333333333333332,131.79131054131054
R Powell,Chennai Super Kings,3.0,33.33333333333333
R Powell,Delhi Capitals,9.0,115.0
R Powell,Gujarat Titans,20.0,166.66666666666669
R Powell,Kolkata Knight Riders,22.333333333333332,179.8611111111111
R Powell,Lucknow Super Giants,13.0,76.66666666666667
R Powell,Mumbai Indians,15.666666666666666,75.49019607843137
R Powell,Punjab Kings,5.666666666666667,111.11111111111113
R Powell,Rajasthan Royals,19.0,170.0
R Powell,Royal Challengers Bangalore,0.0,0.0
R Powell,Royal Challengers Bengaluru,16.0,200.0
R Powell,Sunrisers Hyderabad,33.333333333333336,140.47619047619048
R Sathish,Chennai Super Kings,3.4,53.77777777777777
R Sathish,Deccan Chargers,3.0,60.0
R Sathish,Delhi Daredevils,14.0,127.47252747252747
R Sathish,Kings XI Punjab,18.5,153.26797385620915
R Sathish,Kolkata Knight Riders,16.0,145.45454545454544
R Sathish,Rajasthan Royals,5.8,104.0
R Sathish,Rising Pune Supergiants,10.0,125.0
R Sathish,Royal Challengers Bangalore,20.25,136.2012987012987
R Sathish,Sunrisers Hyderabad,16.5,113.88888888888889
R Tewatia,Chennai Super Kings,9.777777777777779,95.56677890011223
R Tewatia,Delhi Capitals,15.444444444444445,151.04294335869724
R Tewatia,Kings XI Punjab,25.5,134.22545196738747
R Tewatia,Kolkata Knight Riders,15.875,102.33796296296296
R Tewatia,Lucknow Super Giants,16.0,99.30555555555556
R Tewatia,Mumbai Indians,12.444444444444445,154.56922706922708
R Tewatia,Punjab Kings,12.25,205.68108974358972
R Tewatia,Rajasthan Royals,14.0,181.25
R Tewatia,Rising Pune Supergiant,4.0,133.33333333333331
R Tewatia,Royal Challengers Bangalore,16.444444444444443,127.17776801834773
R Tewatia,Royal Challengers Bengaluru,35.0,166.66666666666669
R Tewatia,Sunrisers Hyderabad,13.375,117.41071428571428
R Vinay Kumar,Chennai Super Kings,3.4,196.66666666666669
R Vinay Kumar,Deccan Chargers,9.25,87.96992481203007
R Vinay Kumar,Delhi Daredevils,7.0,106.94444444444446
R Vinay Kumar,Gujarat Lions,1.0,100.0
R Vinay Kumar,Kings XI Punjab,1.0,77.77777777777777
R Vinay Kumar,Kolkata Knight Riders,12.5,78.46153846153847
R Vinay Kumar,Mumbai Indians,12.5,92.82679738562092
R Vinay Kumar,Pune Warriors,1.0,100.0
R Vinay Kumar,Rajasthan Royals,8.428571428571429,172.3137973137973
R Vinay Kumar,Rising Pune Supergiants,12.0,109.09090909090908
R Vinay Kumar,Royal Challengers Bangalore,4.333333333333333,126.66666666666667
R Vinay Kumar,Sunrisers Hyderabad,3.5,87.5
RA Jadeja,Chennai Super Kings,19.8,133.40939761992394
RA Jadeja,Deccan Chargers,17.833333333333332,79.09959002758191
RA Jadeja,Delhi Capitals,17.88888888888889,160.80900308841487
RA Jadeja,Delhi Daredevils,17.1875,135.76829243149575
RA Jadeja,Gujarat Titans,15.142857142857142,164.4047619047619
RA Jadeja,Kings XI Punjab,17.125,141.5762189199689
RA Jadeja,Kolkata Knight Riders,17.0,162.8106120230493
RA Jadeja,Lucknow Super Giants,20.0,105.84715576820841
RA Jadeja,Mumbai Indians,15.2,108.7085110795637
RA Jadeja,Pune Warriors,31.25,168.04159382284382
RA Jadeja,Punjab Kings,14.875,109.56707202111615
RA Jadeja,Rajasthan Royals,15.444444444444445,134.81154915937523
RA Jadeja,Rising Pune Supergiant,19.0,158.33333333333331
RA Jadeja,Rising Pune Supergiants,2.0,28.57142857142857
RA Jadeja,Royal Challengers Bangalore,12.652173913043478,113.7810916729681
RA Jadeja,Royal Challengers Bengaluru,42.25,160.1644932295087
RA Jadeja,Sunrisers Hyderabad,15.38888888888889,115.60117655386199
RA Tripathi,Chennai Super Kings,23.0,121.4976422057624
RA Tripathi,Delhi Capitals,17.0,136.81330107800696
RA Tripathi,Delhi Daredevils,10.25,141.38257575757575
RA Tripathi,Gujarat Lions,19.5,139.91596638655466
RA Tripathi,Gujarat Titans,11.333333333333334,121.5151515151515
RA Tripathi,Kings XI Punjab,16.833333333333332,95.95441595441595
RA Tripathi,Kolkata Knight Riders,29.142857142857142,145.34914107804133
RA Tripathi,Lucknow Super Giants,26.75,118.3599124452783
RA Tripathi,Mumbai Indians,20.818181818181817,98.04758942588855
RA Tripathi,Punjab Kings,35.285714285714285,135.91521981753075
RA Tripathi,Rajasthan Royals,25.375,116.61946057216687
RA Tripathi,Royal Challengers Bangalore,27.0,146.29166250792937
RA Tripathi,Royal Challengers Bengaluru,5.0,166.66666666666669
RA Tripathi,Sunrisers Hyderabad,23.428571428571427,115.0587228162922
RD Chahar,Chennai Super Kings,6.0,72.0
RD Chahar,Delhi Capitals,14.333333333333334,101.3888888888889
RD Chahar,Gujarat Lions,3.0,150.0
RD Chahar,Gujarat Titans,22.0,157.14285714285714
RD Chahar,Kings XI Punjab,1.0,100.0
RD Chahar,Kolkata Knight Riders,3.0,71.42857142857143
RD Chahar,Lucknow Super Giants,2.0,50.0
RD Chahar,Royal Challengers Bangalore,1.0,50.0
RD Chahar,Royal Challengers Bengaluru,5.0,100.0
RD Chahar,Sunrisers Hyderabad,3.3333333333333335,47.61904761904762
RD Gaikwad,Delhi Capitals,27.0,105.21759259259258
RD Gaikwad,Gujarat Titans,50.0,124.86560859116625
RD Gaikwad,Kings XI Punjab,62.0,126.53061224489797
RD Gaikwad,Kolkata Knight Riders,40.875,122.31389876599701
RD Gaikwad,Lucknow Super Giants,45.75,129.91004962779158
RD Gaikwad,Mumbai Indians,32.333333333333336,117.316452172774
RD Gaikwad,Punjab Kings,22.5,86.25742685829765
RD Gaikwad,Rajasthan Royals,34.125,95.78494395988088
RD Gaikwad,Royal Challengers Bangalore,30.666666666666668,115.8233518044899
RD Gaikwad,Royal Challengers Bengaluru,5.0,33.333333333333336
RD Gaikwad,Sunrisers Hyderabad,56.285714285714285,143.9420576638622
RG Sharma,Chennai Super Kings,27.0,108.60380353682238
RG Sharma,Deccan Chargers,43.75,116.21813725490196
RG Sharma,Delhi Capitals,23.733333333333334,107.38347917514584
RG Sharma,Delhi Daredevils,30.47826086956522,128.26477836121416
RG Sharma,Gujarat Lions,20.5,107.66023473934224
RG Sharma,Gujarat Titans,27.625,131.46801450465244
RG Sharma,Kings XI Punjab,27.958333333333332,113.48612420739079
RG Sharma,Kolkata Knight Riders,31.852941176470587,114.26576724656283
RG Sharma,Lucknow Super Giants,25.285714285714285,138.35258653546308
RG Sharma,Mumbai Indians,20.6,94.17704517704517
RG Sharma,Pune Warriors,22.5,89.6702800361337
RG Sharma,Punjab Kings,26.375,112.67426500514736
RG Sharma,Rajasthan Royals,20.689655172413794,99.94624559266443
RG Sharma,Rising Pune Supergiant,21.5,87.66650016650016
RG Sharma,Rising Pune Supergiants,46.0,140.83333333333334
RG Sharma,Royal Challengers Bangalore,25.580645161290324,109.08702904597045
RG Sharma,Royal Challengers Bengaluru,27.5,173.6111111111111
RG Sharma,Sunrisers Hyderabad,21.4,133.50414821893082
RJ Harris,Chennai Super Kings,5.333333333333333,70.83333333333333
RJ Harris,Deccan Chargers,0.0,0.0
RJ Harris,Delhi Daredevils,6.0,150.0
RJ Harris,Kings XI Punjab,2.0,100.0
RJ Harris,Mumbai Indians,6.25,113.75
RJ Harris,Pune Warriors,4.0,100.0
RJ Harris,Rajasthan Royals,2.0,58.888888888888886
RJ Harris,Royal Challengers Bangalore,9.2,111.72222222222221
RK Singh,Chennai Super Kings,21.125,110.45759795759795
RK Singh,Delhi Capitals,20.4,166.83571428571426
RK Singh,Gujarat Titans,29.75,142.5
RK Singh,Lucknow Super Giants,33.4,185.6969696969697
RK Singh,Mumbai Indians,13.714285714285714,122.14017185821697
RK Singh,Punjab Kings,8.0,114.30555555555556
RK Singh,Rajasthan Royals,20.0,182.07729468599032
RK Singh,Royal Challengers Bangalore,23.333333333333332,142.79569892473117
RK Singh,Royal Challengers Bengaluru,13.666666666666666,123.33333333333333
RK Singh,Sunrisers Hyderabad,29.0,145.66626650660262
RM Patidar,Chennai Super Kings,24.8,110.19384057971016
RM Patidar,Delhi Capitals,28.5,128.026185770751
RM Patidar,Gujarat Titans,22.0,109.72222222222221
RM Patidar,Kolkata Knight Riders,22.5,140.89673913043478
RM Patidar,Lucknow Super Giants,51.666666666666664,183.13866427073978
RM Patidar,Mumbai Indians,40.666666666666664,164.10256410256412
RM Patidar,Punjab Kings,25.75,142.04484525136698
RM Patidar,Rajasthan Royals,27.25,106.49350649350649
RM Patidar,Sunrisers Hyderabad,31.25,167.20394736842104
RN ten Doeschate,Chennai Super Kings,38.0,135.71428571428572
RN ten Doeschate,Delhi Daredevils,11.0,154.16666666666666
RN ten Doeschate,Kings XI Punjab,8.0,95.47619047619047
RN ten Doeschate,Mumbai Indians,44.0,146.42857142857144
RN ten Doeschate,Pune Warriors,36.5,143.8095238095238
RN ten Doeschate,Rajasthan Royals,3.5,116.66666666666664
RN ten Doeschate,Royal Challengers Bangalore,8.0,150.89285714285714
RN ten Doeschate,Sunrisers Hyderabad,8.5,75.23809523809524
RP Singh,Chennai Super Kings,2.8,96.66666666666666
RP Singh,Deccan Chargers,0.0,0.0
RP Singh,Delhi Daredevils,0.8571428571428571,57.142857142857146
RP Singh,Kings XI Punjab,2.0,100.0
RP Singh,Kolkata Knight Riders,3.3333333333333335,86.66666666666667
RP Singh,Mumbai Indians,2.6666666666666665,73.33333333333333
RP Singh,Pune Warriors,0.0,0.0
RP Singh,Rajasthan Royals,1.75,62.916666666666664
RP Singh,Royal Challengers Bangalore,1.0,33.33333333333333
RR Pant,Chennai Super Kings,36.5,155.1322416009916
RR Pant,Delhi Capitals,0.0,0.0
RR Pant,Gujarat Lions,47.5,178.93211354309165
RR Pant,Gujarat Titans,36.8,176.34298072950838
RR Pant,Kings XI Punjab,16.22222222222222,114.96593012722045
RR Pant,Kolkata Knight Riders,24.4375,138.2748264595769
RR Pant,Lucknow Super Giants,39.25,142.32789855072463
RR Pant,Mumbai Indians,22.666666666666668,104.59097511058296
RR Pant,Punjab Kings,12.333333333333334,124.15832533479592
RR Pant,Rajasthan Royals,33.583333333333336,151.89942914222632
RR Pant,Rising Pune Supergiant,33.5,152.27272727272725
RR Pant,Rising Pune Supergiants,3.0,34.72222222222222
RR Pant,Royal Challengers Bangalore,35.083333333333336,137.00410088277735
RR Pant,Royal Challengers Bengaluru,118.0,193.44262295081967
RR Pant,Sunrisers Hyderabad,31.27777777777778,125.6895205725615
RR Rossouw,Chennai Super Kings,15.5,77.01777864821344
RR Rossouw,Gujarat Titans,5.666666666666667,87.3015873015873
RR Rossouw,Kolkata Knight Riders,26.0,162.5
RR Rossouw,Lucknow Super Giants,30.0,150.0
RR Rossouw,Mumbai Indians,8.333333333333334,68.25396825396825
RR Rossouw,Punjab Kings,43.5,160.8108108108108
RR Rossouw,Rajasthan Royals,18.0,142.94871794871796
RR Rossouw,Royal Challengers Bangalore,35.0,166.66666666666669
RR Rossouw,Royal Challengers Bengaluru,61.0,225.9259259259259
RR Rossouw,Sunrisers Hyderabad,31.5,136.95652173913044
RS Bopara,Chennai Super Kings,11.5,79.58333333333333
RS Bopara,Deccan Chargers,38.0,118.75
RS Bopara,Delhi Daredevils,34.0,136.34469696969697
RS Bopara,Kings XI Punjab,0.0,0.0
RS Bopara,Kolkata Knight Riders,5.666666666666667,50.0
